language,query,medicine,intent
tulu,Ibuprofen ಬೊಕ್ಕ ಬೇತೆ ಮರ್ದ್‌ಲು ಒಟ್ಟುಗು ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಲ್ಪುಂಡಾ?,Ibuprofen,interactions
kn,Sulfasalazine ತೆಗೆದುಕೊಳ್ಳುವಾಗ ನಾನು ಯಾವುದರ ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆಯಿಂದ ಇರಬೇಕು?,Sulfasalazine,warnings
en,Why is Losartan used?,Losartan,uses
kn,Methotrexate ಅಡ್ಡ ಪರಿಣಾಮಗಳನ್ನು ಉಂಟುಮಾಡಬಹುದೇ?,Methotrexate,side_effects
kn,ಯಾವ ಔಷಧಿಗಳು Methotrexate ಜೊತೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡಬಹುದು?,Methotrexate,interactions
kn,ಯಾವ ಔಷಧಿಗಳು Carvedilol ಜೊತೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡಬಹುದು?,Carvedilol,interactions
kn,Sulfasalazine ಅನ್ನು ಹೇಗೆ ಬಳಸಬೇಕು?,Sulfasalazine,dosage
kn,Methotrexate ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪ್ರತಿಕ್ರಿಯಿಸಬಹುದೇ?,Methotrexate,interactions
tulu,Amlodipine ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆ ಉಂಡಾ?,Amlodipine,warnings
en,What warnings should I know about Hydrochlorothiazide?,Hydrochlorothiazide,warnings
tulu,Carvedilol ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆ ಉಂಡಾ?,Carvedilol,warnings
kn,Telmisartan ನ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಏನು?,Telmisartan,dosage
tulu,Methotrexate ಯಾನ್ ಯಾಕೆ ಉಪಯೋಗ ಮಲ್ಪುಂಡು?,Methotrexate,uses
kn,Metformin ಬಗ್ಗೆ ಯಾವ ಎಚ್ಚರಿಕೆಗಳನ್ನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Metformin,warnings
kn,Diclofenac ಏಕೆ ಬಳಸಲಾಗುತ್ತದೆ?,Diclofenac,uses
en,What medicines can interact with Carvedilol?,Carvedilol,interactions
kn,Sitagliptin ಅಡ್ಡ ಪರಿಣಾಮಗಳನ್ನು ಉಂಟುಮಾಡಬಹುದೇ?,Sitagliptin,side_effects
tulu,Leflunomide ಬಗ್ಗೆ ಎಂಕ್ ಏನ್ ಗೊತ್ತ್ ಆಪುನ?,Leflunomide,medicine_info
tulu,Metformin ಬೊಕ್ಕ ಬೇತೆ ಮರ್ದ್‌ಲು ಒಟ್ಟುಗು ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಲ್ಪುಂಡಾ?,Metformin,interactions
tulu,Methotrexate ಯಾನ್ ಎಂಚ ಉಪಯೋಗ ಮಲ್ಪುಲೆ?,Methotrexate,dosage
kn,Naproxen ಅನ್ನು ಯಾರು ತೆಗೆದುಕೊಳ್ಳಬಾರದು?,Naproxen,contraindications
kn,ಯಾವ ಔಷಧಿಗಳು Amlodipine ಜೊತೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡಬಹುದು?,Amlodipine,interactions
en,Who should avoid Enalapril?,Enalapril,contraindications
kn,Celecoxib ಅಡ್ಡ ಪರಿಣಾಮಗಳನ್ನು ಉಂಟುಮಾಡಬಹುದೇ?,Celecoxib,side_effects
tulu,Diclofenac ದಿಂದ ಅಡ್ಡ ಪರಿಣಾಮ ಆಪುಂಡಾ?,Diclofenac,side_effects
tulu,Glipizide ಯಾನ್ ಯಾನ್ ಸಮಯಡ್ ದೆತೊನ್ಬಾರದು?,Glipizide,contraindications
kn,ಯಾವ ಔಷಧಿಗಳು Ramipril ಜೊತೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡಬಹುದು?,Ramipril,interactions
en,Does Atenolol interact with other medicines?,Atenolol,interactions
kn,Losartan ನ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಏನು?,Losartan,dosage
kn,Acarbose ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡುತ್ತದೆಯೇ?,Acarbose,interactions
en,Why is Glipizide used?,Glipizide,uses
kn,Methotrexate ತೆಗೆದುಕೊಳ್ಳುವಾಗ ನಾನು ಯಾವುದರ ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆಯಿಂದ ಇರಬೇಕು?,Methotrexate,warnings
en,Who should avoid Hydrochlorothiazide?,Hydrochlorothiazide,contraindications
kn,Diclofenac ಅನ್ನು ಯಾವಾಗ ಬಳಸಬಾರದು?,Diclofenac,contraindications
tulu,Telmisartan ಯಾನ್ ಯಾರೆ ದೆತೊನ್ಬಾರದು?,Telmisartan,contraindications
tulu,Chlorthalidone ಯಾನ್ ಎತ್ ಕಾಯಿಲೆಗ್ ಉಪಯೋಗ ಆಪುಂಡು?,Chlorthalidone,uses
kn,Colchicine ಎಂದರೇನು?,Colchicine,medicine_info
tulu,Vildagliptin ಯಾನ್ ಎಂಚ ದೆತೊನ್ಬೇಕು?,Vildagliptin,dosage
kn,Insulin Glargine ಯಾವ ಕಾಯಿಲೆಗೆ ಬಳಸಲಾಗುತ್ತದೆ?,Insulin Glargine,uses
tulu,Sulfasalazine ದೆಂದ್?,Sulfasalazine,medicine_info
tulu,Losartan ದ ಅಡ್ಡ ಪರಿಣಾಮೊಲು ಎಂಚಿನವು?,Losartan,side_effects
kn,ಯಾರು Sitagliptin ಅನ್ನು ತಪ್ಪಿಸಬೇಕು?,Sitagliptin,contraindications
tulu,ಎಂಚಿನ ಮರ್ದ್‌ಲು Ibuprofen ಬೊಕ್ಕ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಲ್ಪುಂಡು?,Ibuprofen,interactions
tulu,Losartan ದೆತೊನುವಾಗ ಎಂಚಿನ ಎಚ್ಚರಿಕೆ ಕೊರ್ಲೆ?,Losartan,warnings
en,When should Pioglitazone not be used?,Pioglitazone,contraindications
kn,Glipizide ತೆಗೆದುಕೊಳ್ಳುವಾಗ ನಾನು ಯಾವುದರ ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆಯಿಂದ ಇರಬೇಕು?,Glipizide,warnings
en,What problems can Atenolol cause?,Atenolol,side_effects
en,What should I be careful about when taking Empagliflozin?,Empagliflozin,warnings
en,What problems can Sitagliptin cause?,Sitagliptin,side_effects
kn,Leflunomide ಬಗ್ಗೆ ಯಾವ ಎಚ್ಚರಿಕೆಗಳನ್ನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Leflunomide,warnings
en,What medicines can interact with Sulfasalazine?,Sulfasalazine,interactions
kn,Vildagliptin ಅನ್ನು ಯಾವುದಕ್ಕಾಗಿ ಬಳಸುತ್ತಾರೆ?,Vildagliptin,uses
tulu,Metformin ಯಾನ್ ಯಾಕೆ ಉಪಯೋಗ ಮಲ್ಪುಂಡು?,Metformin,uses
tulu,Enalapril ಯಾನ್ ಎಂಚ ದೆತೊನ್ಬೇಕು?,Enalapril,dosage
en,What are the side effects of Naproxen?,Naproxen,side_effects
en,What is the dosage information for Hydroxychloroquine?,Hydroxychloroquine,dosage
kn,Ibuprofen ಅನ್ನು ಹೇಗೆ ಬಳಸಬೇಕು?,Ibuprofen,dosage
tulu,Leflunomide ದ ಅಡ್ಡ ಪರಿಣಾಮೊಲು ಎಂಚಿನವು?,Leflunomide,side_effects
tulu,Sitagliptin ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆ ಉಂಡಾ?,Sitagliptin,warnings
kn,Enalapril ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪ್ರತಿಕ್ರಿಯಿಸಬಹುದೇ?,Enalapril,interactions
en,How should Naproxen be taken?,Naproxen,dosage
tulu,Telmisartan ಬೇತೆ ಮರ್ದ್‌ದೊಟ್ಟುಗು ಪ್ರತಿಕ್ರಿಯೆ ಮಲ್ಪುಂಡಾ?,Telmisartan,interactions
tulu,Hydroxychloroquine ದಿಂದ ಎಂಚಿನ ಸಮಸ್ಯೆ ಆಪುಂಡು?,Hydroxychloroquine,side_effects
tulu,Diclofenac ಬೇತೆ ಮರ್ದ್‌ದೊಟ್ಟುಗು ಪ್ರತಿಕ್ರಿಯೆ ಮಲ್ಪುಂಡಾ?,Diclofenac,interactions
kn,Leflunomide ಬಗ್ಗೆ ನಾನು ಏನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Leflunomide,medicine_info
tulu,Chlorthalidone ದಿಂದ ಎಂಚಿನ ಸಮಸ್ಯೆ ಆಪುಂಡು?,Chlorthalidone,side_effects
en,What conditions is Empagliflozin used for?,Empagliflozin,uses
kn,Acarbose ಬಗ್ಗೆ ಯಾವುದೇ ಎಚ್ಚರಿಕೆಗಳಿವೆಯೇ?,Acarbose,warnings
kn,Sitagliptin ಬಗ್ಗೆ ಯಾವ ಎಚ್ಚರಿಕೆಗಳನ್ನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Sitagliptin,warnings
kn,Insulin Glargine ಬಗ್ಗೆ ನಾನು ಏನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Insulin Glargine,medicine_info
en,What should I be careful about when taking Vildagliptin?,Vildagliptin,warnings
en,How do I take Ibuprofen?,Ibuprofen,dosage
kn,Chlorthalidone ಬಗ್ಗೆ ಮಾಹಿತಿ ನೀಡಿ.,Chlorthalidone,medicine_info
en,What are the side effects of Insulin Glargine?,Insulin Glargine,side_effects
en,Who should avoid Glimepiride?,Glimepiride,contraindications
kn,Hydroxychloroquine ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡುತ್ತದೆಯೇ?,Hydroxychloroquine,interactions
kn,Ibuprofen ನ ಅಡ್ಡ ಪರಿಣಾಮಗಳು ಯಾವುವು?,Ibuprofen,side_effects
en,What is Sulfasalazine used for?,Sulfasalazine,uses
tulu,Insulin Glargine ಯಾನ್ ಎಂಚ ಉಪಯೋಗ ಮಲ್ಪುಲೆ?,Insulin Glargine,dosage
tulu,Ibuprofen ಯಾನ್ ಎಂಚ ದೆತೊನ್ಬೇಕು?,Ibuprofen,dosage
en,Can Clonidine cause any side effects?,Clonidine,side_effects
tulu,Prednisolone ಯಾನ್ ಎತ್ ಕಾಯಿಲೆಗ್ ಉಪಯೋಗ ಆಪುಂಡು?,Prednisolone,uses
kn,Leflunomide ಅನ್ನು ಹೇಗೆ ಬಳಸಬೇಕು?,Leflunomide,dosage
en,What is Carvedilol used for?,Carvedilol,uses
tulu,Naproxen ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆ ಉಂಡಾ?,Naproxen,warnings
tulu,Dapagliflozin ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆ ಉಂಡಾ?,Dapagliflozin,warnings
tulu,Sulfasalazine ಯಾನ್ ಎತ್ ಕಾಯಿಲೆಗ್ ಉಪಯೋಗ ಆಪುಂಡು?,Sulfasalazine,uses
tulu,Carvedilol ಬಗ್ಗೆ ಎಂಚಿನ ಎಚ್ಚರಿಕೆ ಉಂಡು?,Carvedilol,warnings
en,What conditions is Leflunomide used for?,Leflunomide,uses
en,Are there any warnings about Colchicine?,Colchicine,warnings
en,What are the side effects of Hydroxychloroquine?,Hydroxychloroquine,side_effects
kn,Sitagliptin ತೆಗೆದುಕೊಳ್ಳುವಾಗ ನಾನು ಯಾವುದರ ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆಯಿಂದ ಇರಬೇಕು?,Sitagliptin,warnings
en,Who should not take Leflunomide?,Leflunomide,contraindications
kn,Acarbose ಬಗ್ಗೆ ನಾನು ಏನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Acarbose,medicine_info
kn,Empagliflozin ಬಗ್ಗೆ ಯಾವುದೇ ಎಚ್ಚರಿಕೆಗಳಿವೆಯೇ?,Empagliflozin,warnings
en,Can Enalapril cause any side effects?,Enalapril,side_effects
tulu,Sulfasalazine ಬೊಕ್ಕ ಬೇತೆ ಮರ್ದ್‌ಲು ಒಟ್ಟುಗು ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಲ್ಪುಂಡಾ?,Sulfasalazine,interactions
en,Who should avoid Losartan?,Losartan,contraindications
kn,Diclofenac ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡುತ್ತದೆಯೇ?,Diclofenac,interactions
tulu,ಎಂಚಿನ ಮರ್ದ್‌ಲು Losartan ಬೊಕ್ಕ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಲ್ಪುಂಡು?,Losartan,interactions
tulu,Amlodipine ದೆಂದ್?,Amlodipine,medicine_info
kn,Sitagliptin ನ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಏನು?,Sitagliptin,dosage
en,What warnings should I know about Sulfasalazine?,Sulfasalazine,warnings
kn,Glimepiride ನ ಅಡ್ಡ ಪರಿಣಾಮಗಳು ಯಾವುವು?,Glimepiride,side_effects
en,What are the side effects of Telmisartan?,Telmisartan,side_effects
en,How do I take Enalapril?,Enalapril,dosage
tulu,Naproxen ಯಾನ್ ಯಾನ್ ಸಮಯಡ್ ದೆತೊನ್ಬಾರದು?,Naproxen,contraindications
kn,Insulin Glargine ತೆಗೆದುಕೊಳ್ಳುವಾಗ ನಾನು ಯಾವುದರ ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆಯಿಂದ ಇರಬೇಕು?,Insulin Glargine,warnings
kn,Telmisartan ತೆಗೆದುಕೊಳ್ಳುವಾಗ ನಾನು ಯಾವುದರ ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆಯಿಂದ ಇರಬೇಕು?,Telmisartan,warnings
kn,Hydrochlorothiazide ನಿಂದ ಯಾವ ಸಮಸ್ಯೆಗಳು ಉಂಟಾಗಬಹುದು?,Hydrochlorothiazide,side_effects
kn,Colchicine ಬಗ್ಗೆ ಯಾವ ಎಚ್ಚರಿಕೆಗಳನ್ನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Colchicine,warnings
kn,Atenolol ಬಗ್ಗೆ ಯಾವ ಎಚ್ಚರಿಕೆಗಳನ್ನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Atenolol,warnings
tulu,Glipizide ಬಗ್ಗೆ ಎಂಚಿನ ಎಚ್ಚರಿಕೆ ಉಂಡು?,Glipizide,warnings
tulu,Sitagliptin ದ ಬಗ್ಗೆ ಮಾಹಿತಿ ಕೊರ್ಲೆ.,Sitagliptin,medicine_info
en,How should Dapagliflozin be taken?,Dapagliflozin,dosage
en,What are the side effects of Sitagliptin?,Sitagliptin,side_effects
kn,Colchicine ಬಗ್ಗೆ ನಾನು ಏನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Colchicine,medicine_info
tulu,Naproxen ದೆತೊನುವಾಗ ಎಂಚಿನ ಎಚ್ಚರಿಕೆ ಕೊರ್ಲೆ?,Naproxen,warnings
kn,Insulin Glargine ಅನ್ನು ಹೇಗೆ ಬಳಸಬೇಕು?,Insulin Glargine,dosage
kn,Hydrochlorothiazide ಅಡ್ಡ ಪರಿಣಾಮಗಳನ್ನು ಉಂಟುಮಾಡಬಹುದೇ?,Hydrochlorothiazide,side_effects
kn,Colchicine ಅನ್ನು ಯಾವುದಕ್ಕಾಗಿ ಬಳಸುತ್ತಾರೆ?,Colchicine,uses
en,What is the dosage information for Atenolol?,Atenolol,dosage
kn,Metformin ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡುತ್ತದೆಯೇ?,Metformin,interactions
tulu,Methotrexate ಯಾನ್ ಎಂಚ ದೆತೊನ್ಬೇಕು?,Methotrexate,dosage
tulu,Hydroxychloroquine ದ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಎಂಚಿನದು?,Hydroxychloroquine,dosage
kn,Leflunomide ಬಗ್ಗೆ ಮಾಹಿತಿ ನೀಡಿ.,Leflunomide,medicine_info
en,What warnings should I know about Glipizide?,Glipizide,warnings
kn,Metformin ಅಡ್ಡ ಪರಿಣಾಮಗಳನ್ನು ಉಂಟುಮಾಡಬಹುದೇ?,Metformin,side_effects
kn,Methotrexate ನಿಂದ ಯಾವ ಸಮಸ್ಯೆಗಳು ಉಂಟಾಗಬಹುದು?,Methotrexate,side_effects
tulu,Dapagliflozin ದಿಂದ ಎಂಚಿನ ಸಮಸ್ಯೆ ಆಪುಂಡು?,Dapagliflozin,side_effects
kn,Insulin Glargine ಬಗ್ಗೆ ಯಾವುದೇ ಎಚ್ಚರಿಕೆಗಳಿವೆಯೇ?,Insulin Glargine,warnings
en,Why is Vildagliptin used?,Vildagliptin,uses
en,When should Ramipril not be used?,Ramipril,contraindications
en,What should I be careful about when taking Hydrochlorothiazide?,Hydrochlorothiazide,warnings
tulu,Sitagliptin ದ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಎಂಚಿನದು?,Sitagliptin,dosage
tulu,Carvedilol ದಿಂದ ಎಂಚಿನ ಸಮಸ್ಯೆ ಆಪುಂಡು?,Carvedilol,side_effects
kn,Glipizide ಬಗ್ಗೆ ಯಾವ ಎಚ್ಚರಿಕೆಗಳನ್ನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Glipizide,warnings
en,Are there any warnings about Empagliflozin?,Empagliflozin,warnings
tulu,Celecoxib ಬೇತೆ ಮರ್ದ್‌ದೊಟ್ಟುಗು ಪ್ರತಿಕ್ರಿಯೆ ಮಲ್ಪುಂಡಾ?,Celecoxib,interactions
kn,Diclofenac ಅನ್ನು ಹೇಗೆ ತೆಗೆದುಕೊಳ್ಳಬೇಕು?,Diclofenac,dosage
kn,Hydrochlorothiazide ಅನ್ನು ಹೇಗೆ ತೆಗೆದುಕೊಳ್ಳಬೇಕು?,Hydrochlorothiazide,dosage
kn,Dapagliflozin ಬಗ್ಗೆ ನಾನು ಏನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Dapagliflozin,medicine_info
kn,Prednisolone ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪ್ರತಿಕ್ರಿಯಿಸಬಹುದೇ?,Prednisolone,interactions
tulu,Dapagliflozin ಯಾನ್ ಎಂಚ ಉಪಯೋಗ ಮಲ್ಪುಲೆ?,Dapagliflozin,dosage
tulu,Diclofenac ಯಾನ್ ಯಾಕೆ ಉಪಯೋಗ ಮಲ್ಪುಂಡು?,Diclofenac,uses
kn,ಯಾರು Carvedilol ಅನ್ನು ತಪ್ಪಿಸಬೇಕು?,Carvedilol,contraindications
kn,Ramipril ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡುತ್ತದೆಯೇ?,Ramipril,interactions
tulu,ಯಾರೆ Metformin ಯಾನ್ ತಪ್ಪಿಸಾಯೆರೆ?,Metformin,contraindications
tulu,Chlorthalidone ದ ಬಗ್ಗೆ ಮಾಹಿತಿ ಕೊರ್ಲೆ.,Chlorthalidone,medicine_info
en,What is Dapagliflozin used for?,Dapagliflozin,uses
tulu,Amlodipine ಯಾನ್ ಎಂಚ ಉಪಯೋಗ ಮಲ್ಪುಲೆ?,Amlodipine,dosage
tulu,Leflunomide ದಿಂದ ಅಡ್ಡ ಪರಿಣಾಮ ಆಪುಂಡಾ?,Leflunomide,side_effects
tulu,ಯಾರೆ Hydroxychloroquine ಯಾನ್ ತಪ್ಪಿಸಾಯೆರೆ?,Hydroxychloroquine,contraindications
tulu,Enalapril ದಿಂದ ಅಡ್ಡ ಪರಿಣಾಮ ಆಪುಂಡಾ?,Enalapril,side_effects
tulu,ಎಂಚಿನ ಮರ್ದ್‌ಲು Prednisolone ಬೊಕ್ಕ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಲ್ಪುಂಡು?,Prednisolone,interactions
tulu,Colchicine ಯಾನ್ ಯಾಕೆ ಉಪಯೋಗ ಮಲ್ಪುಂಡು?,Colchicine,uses
kn,Acarbose ನ ಅಡ್ಡ ಪರಿಣಾಮಗಳು ಯಾವುವು?,Acarbose,side_effects
kn,Glipizide ನಿಂದ ಯಾವ ಸಮಸ್ಯೆಗಳು ಉಂಟಾಗಬಹುದು?,Glipizide,side_effects
en,Can Colchicine cause any side effects?,Colchicine,side_effects
kn,Insulin Glargine ಬಗ್ಗೆ ಯಾವ ಎಚ್ಚರಿಕೆಗಳನ್ನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Insulin Glargine,warnings
kn,Colchicine ಅನ್ನು ಹೇಗೆ ಬಳಸಬೇಕು?,Colchicine,dosage
kn,Sitagliptin ಬಗ್ಗೆ ನಾನು ಏನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Sitagliptin,medicine_info
en,Can Acarbose cause any side effects?,Acarbose,side_effects
tulu,Methotrexate ದೆತೊನುವಾಗ ಎಂಚಿನ ಎಚ್ಚರಿಕೆ ಕೊರ್ಲೆ?,Methotrexate,warnings
en,What is the dosage information for Acarbose?,Acarbose,dosage
tulu,Empagliflozin ಯಾನ್ ಎತ್ಕ್ ಉಪಯೋಗ ಆಪುಂಡು?,Empagliflozin,uses
tulu,Sitagliptin ದೆಂದ್?,Sitagliptin,medicine_info
tulu,Metformin ಯಾನ್ ಎಂಚ ದೆತೊನ್ಬೇಕು?,Metformin,dosage
en,What problems can Vildagliptin cause?,Vildagliptin,side_effects
tulu,Naproxen ಬೇತೆ ಮರ್ದ್‌ದೊಟ್ಟುಗು ಪ್ರತಿಕ್ರಿಯೆ ಮಲ್ಪುಂಡಾ?,Naproxen,interactions
tulu,ಎಂಚಿನ ಮರ್ದ್‌ಲು Naproxen ಬೊಕ್ಕ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಲ್ಪುಂಡು?,Naproxen,interactions
en,How should Amlodipine be taken?,Amlodipine,dosage
kn,Diclofenac ಅನ್ನು ಯಾರು ತೆಗೆದುಕೊಳ್ಳಬಾರದು?,Diclofenac,contraindications
tulu,Naproxen ಯಾನ್ ಯಾಕೆ ಉಪಯೋಗ ಮಲ್ಪುಂಡು?,Naproxen,uses
tulu,Atenolol ಯಾನ್ ಎತ್ ಕಾಯಿಲೆಗ್ ಉಪಯೋಗ ಆಪುಂಡು?,Atenolol,uses
kn,Chlorthalidone ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡುತ್ತದೆಯೇ?,Chlorthalidone,interactions
tulu,Pioglitazone ಯಾನ್ ಯಾರೆ ದೆತೊನ್ಬಾರದು?,Pioglitazone,contraindications
en,How do I take Vildagliptin?,Vildagliptin,dosage
tulu,Acarbose ದ ಅಡ್ಡ ಪರಿಣಾಮೊಲು ಎಂಚಿನವು?,Acarbose,side_effects
tulu,Ramipril ಯಾನ್ ಯಾನ್ ಸಮಯಡ್ ದೆತೊನ್ಬಾರದು?,Ramipril,contraindications
tulu,Pioglitazone ದೆತೊನುವಾಗ ಎಂಚಿನ ಎಚ್ಚರಿಕೆ ಕೊರ್ಲೆ?,Pioglitazone,warnings
kn,Ibuprofen ಅನ್ನು ಯಾವುದಕ್ಕಾಗಿ ಬಳಸುತ್ತಾರೆ?,Ibuprofen,uses
kn,Atenolol ಎಂದರೇನು?,Atenolol,medicine_info
tulu,Amlodipine ದಿಂದ ಅಡ್ಡ ಪರಿಣಾಮ ಆಪುಂಡಾ?,Amlodipine,side_effects
en,What are the side effects of Carvedilol?,Carvedilol,side_effects
en,What conditions is Pioglitazone used for?,Pioglitazone,uses
en,Can Glimepiride interact with other drugs?,Glimepiride,interactions
tulu,Naproxen ದ ಅಡ್ಡ ಪರಿಣಾಮೊಲು ಎಂಚಿನವು?,Naproxen,side_effects
tulu,Losartan ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆ ಉಂಡಾ?,Losartan,warnings
tulu,Ramipril ಬೊಕ್ಕ ಬೇತೆ ಮರ್ದ್‌ಲು ಒಟ್ಟುಗು ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಲ್ಪುಂಡಾ?,Ramipril,interactions
en,What conditions is Dapagliflozin used for?,Dapagliflozin,uses
en,What should I be careful about when taking Enalapril?,Enalapril,warnings
tulu,ಎಂಚಿನ ಮರ್ದ್‌ಲು Carvedilol ಬೊಕ್ಕ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಲ್ಪುಂಡು?,Carvedilol,interactions
tulu,Atenolol ದೆಂದ್?,Atenolol,medicine_info
tulu,Dapagliflozin ಯಾನ್ ಯಾರೆ ದೆತೊನ್ಬಾರದು?,Dapagliflozin,contraindications
tulu,Amlodipine ಬೇತೆ ಮರ್ದ್‌ದೊಟ್ಟುಗು ಪ್ರತಿಕ್ರಿಯೆ ಮಲ್ಪುಂಡಾ?,Amlodipine,interactions
tulu,Dapagliflozin ದಿಂದ ಅಡ್ಡ ಪರಿಣಾಮ ಆಪುಂಡಾ?,Dapagliflozin,side_effects
en,What do I need to know about Telmisartan?,Telmisartan,medicine_info
en,What is the dosage information for Enalapril?,Enalapril,dosage
tulu,Enalapril ದೆತೊನುವಾಗ ಎಂಚಿನ ಎಚ್ಚರಿಕೆ ಕೊರ್ಲೆ?,Enalapril,warnings
tulu,Hydroxychloroquine ಬಗ್ಗೆ ಎಂಕ್ ಏನ್ ಗೊತ್ತ್ ಆಪುನ?,Hydroxychloroquine,medicine_info
en,What is Methotrexate?,Methotrexate,medicine_info
kn,ಯಾವ ಔಷಧಿಗಳು Colchicine ಜೊತೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡಬಹುದು?,Colchicine,interactions
en,What is Dapagliflozin?,Dapagliflozin,medicine_info
en,What should I be careful about when taking Ibuprofen?,Ibuprofen,warnings
tulu,ಯಾರೆ Insulin Glargine ಯಾನ್ ತಪ್ಪಿಸಾಯೆರೆ?,Insulin Glargine,contraindications
tulu,Metformin ದ ಬಗ್ಗೆ ಮಾಹಿತಿ ಕೊರ್ಲೆ.,Metformin,medicine_info
kn,Hydroxychloroquine ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪ್ರತಿಕ್ರಿಯಿಸಬಹುದೇ?,Hydroxychloroquine,interactions
tulu,Empagliflozin ಯಾನ್ ಯಾರೆ ದೆತೊನ್ಬಾರದು?,Empagliflozin,contraindications
tulu,Clonidine ಬೊಕ್ಕ ಬೇತೆ ಮರ್ದ್‌ಲು ಒಟ್ಟುಗು ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಲ್ಪುಂಡಾ?,Clonidine,interactions
tulu,Sitagliptin ದೆತೊನುವಾಗ ಎಂಚಿನ ಎಚ್ಚರಿಕೆ ಕೊರ್ಲೆ?,Sitagliptin,warnings
tulu,Glipizide ಯಾನ್ ಎಂಚ ದೆತೊನ್ಬೇಕು?,Glipizide,dosage
en,What should I be careful about when taking Diclofenac?,Diclofenac,warnings
en,Does Dapagliflozin interact with other medicines?,Dapagliflozin,interactions
tulu,Sitagliptin ಯಾನ್ ಯಾರೆ ದೆತೊನ್ಬಾರದು?,Sitagliptin,contraindications
en,How should Empagliflozin be taken?,Empagliflozin,dosage
tulu,ಯಾರೆ Diclofenac ಯಾನ್ ತಪ್ಪಿಸಾಯೆರೆ?,Diclofenac,contraindications
kn,Hydroxychloroquine ಅಡ್ಡ ಪರಿಣಾಮಗಳನ್ನು ಉಂಟುಮಾಡಬಹುದೇ?,Hydroxychloroquine,side_effects
en,Tell me about Pioglitazone.,Pioglitazone,medicine_info
tulu,Glipizide ಯಾನ್ ಯಾರೆ ದೆತೊನ್ಬಾರದು?,Glipizide,contraindications
